reviewer,rating,written_date,title,review_text,branch
Luna,5.0,"February 13, 2021",A Very Different Experience,"I visited on 12/2/2021, first day of the Chinese New Year with my friends. As a local, I've been to the park more than I can remember, including the 6 years of Horror Nights I have went, with season passes and frequent fear passes. It is safe to say I know the park at the back of my hands. I love this place, simply because it is the only theme park in Singapore. I've been to USS for the second time since the pandemic started, once was in November 2020. Yes, coming on a public holiday, I expected crowds and the weather to be bad, totally understandable. Average waiting time for each ride around 5pm was 1-2 hours, okay sure, I can handle that, I've been in line for 3 hours for a haunted house before. I came with a group of friends that were new to theme parks and rides in general, so I really wanted to complete most of the major attractions with them. What bugged me was how slack the social distancing was in some attractions. The Transformers and the Rapids ride had staff telling guests to remain in the boxes while queuing. While I was in the Mummy ride queuing, there was no social distancing enforced and everyone was just cramped together in the tight space. Not to mention, it was around 2pm and they had a technical fault, so we ended up getting on the ride only around 3.30pm, when asked the staff roughly how long it would take, they responded with a simple ""i don't know."" Me and my group were trying to remain in the boxes and maintain that distance with everyone else cramped in the indoor setting, but it was just impossible. Not to mention, as there was no staff there, many had their face masks down, which really bugged my group as we felt really exposed. We were told the rides open at 2 and had early entry to the park. We went at around 12.30, searched for lunch and while eating, we saw that the rides have already operated at around 1.30pm, which caused abit of a rush and confusion for my group as we wanted to be first in line for BSG, but when we got there, it was already crowded. We went to Canopy flyer, which had a technical difficulty, we heard from some passing people that Transformers was down too, so if the rides had issues, shouldn't the park have made sure everything was good before opening the ride instead of rushing to open them? Just my 2 cents.The app for the wait times is a good idea but it doesn't update very frequently, so we have to run back and forth just to make sure that we have enough time to complete at least 3/4 of the rides. (Which we did, completed 10 thank goodness) But we did not stop to eat anything for the rest of the day till 9 pm to complete them. So for people coming on public holidays, please have a hearty meal before coming in as you might not have time to stop for food. We had corndog vouchers that came with the tickets, but the line for it was so long, probably about 50 over in the queue, so we gave it up. We do understand crowds are something that cannot be controlled, plus even with the regulations, the limit for the park is still quite a lot. We just hope that more safe distancing can be enforced on such days as these are the days where more people will be exposed to the virus and people. When I came in November, almost every ride queue had someone to enforce the distancing. I was quite disappointed yesterday, but I am still giving 5 stars because of my love for the park and the wonderful staff that still served with a smile on their face on a busy day. I will be back soon and hopefully, the social distancing system will be much more efficient and better.",Universal Studios Singapore
Naveen Bhagiya,5.0,"February 4, 2021",Live your childhood here !!,"Fantastic rides,amazing atmosphere.. scenic view all around..Universal Studios Singapore is an excellent tourist choice for everyone visiting here..must for families !!",Universal Studios Singapore
Distant_Traveller,1.0,"January 29, 2021","Can go for the rides, but the food Yuck!!!!","Food is terrible. I tried the Pizza place - Loui's Pizza (Soda was flat) Moved to the Fossil Fuels, Slushy was terrible , Hotdog was ok, Potato pops was so-so, and soda was flat. Corndog at all the Corndog stands was terrible  Short.... The food in USS is terrible. Shows are closed, Only rides available. Upkeep is not improving",Universal Studios Singapore
Tamara,5.0,"January 28, 2021",Crowded but worth it! ⭐️,"We where there in August 2019. Although it was hot and crowded, it was extremely entertaining, fun, interactive and quality filled time. Lots of fun for adults, enormous choice of food and adventures. Just one tip: buy fast track tickets, because you can lose time in waiting in the lines, and the difference is worth the time and money⭐️",Universal Studios Singapore
nsl115,3.0,"January 23, 2021",Adventure park for young adults,"Lots of roller coasters and fearsome rides that young people would love but which made the children below 4 years cry in fear. With the restrictions from the pandemic, many of the shops and a few of the rides were closed. Generally a disappointment.",Universal Studios Singapore
Peter,1.0,"January 7, 2021",The place is so old and ran down,"The place is so ran down even indoor ride queue line also have water puddle when heavy downpour, the paint of the building look like it hasn't been paint for 10 year already, ride cabin are dirty. The dinosaur that display at jurassic Park the floor is terrible, it totally unacceptable for a theme park which is high grade on trip advisor.",Universal Studios Singapore
scotchy_tape,4.0,"January 5, 2021",Enjoyable Day with the Fam at USS,"Weather was a bummer.. but we still had an enjoyable time!  Love the complimentary mask, and we did a lot of Christmas shopping in the shops.. Queue for the ride are long as expected and I think there was something wrong with the Transformer ride as we waited 30mins and it was announced that we had to wait another 30mins. We came out from the queue and the kids took the rollercoasters instead. The queue was much lesser. Eventually, they tried their luck again later in the afternoon and managed to take the ride. The kids were contented.  Sadly, quite a few stations are closed due to covid, but the performance (esp the evening) never failed to bring out the festive mood and that 'inner child' in us.  We really hope this covid will be over soon, and we will be able to bring back the joy and life of USS like it was before!",Universal Studios Singapore
Lim Boon hee,1.0,"January 2, 2021",Don't go during monsoon season,"Not enough shelters from rain. Even shelters have leaks. Wait times are horrendous for all rides. Puddles and pools of water in queue areas. Nothing really happening whole day except for a few characters and two singing on stage. They should compensate for lack of floats, parades and fireworks with more characters but unfortunately - just a couple of bored characters only. Waste of time and money in the rain.",Universal Studios Singapore
Irishluck,1.0,"December 30, 2020",Bad experience in Dec,"My 2 daughters (7 and 4) and I visited on 28th Dec. We had a terrible experience on many levels. We are repeat annual pass holders.  Let me start by saying we knew that there was a risk of crowds during the school holidays. Also, we know that we are in a unique situation with Covid and many businesses are struggling with the measures needed to keep safe.  However, it seems USS are really putting guest experience low down on the list of priorities. Guest safety has to come of course but at what cost?  The trouble for us started even before we got to in to the park. We arrived at 2pm and the entry queue was all the way passed Candylicious i.e. at least 500m away. I approached a USS staff at the queue and asked if there was still a priority line for annual pass holders. She told me ""no, please join the line."" So I had to walk all the way to the back of the line. After 1 minute of queuing another staff noticed our lanyards and said if we're annual pass holders then go to the front and use the priority queue.  Once in the park, the theme of queuing was everywhere. My 7 year old decided to queue for Enchanted Airways so she went in alone and I was watching her from the front of the building. The queue moved and she went out of sight around the side of the building and I followed. I didn't notice at first but the queue went around the side of the building, down the back, and returned to the main entrance. What was appalling was that most of the queue was left exposed to the sun.  This is unforgiveable. It showed me right there that USS are more concerned about $$$ than people.  I pulled my daughter out of the queue as she said ""Daddy, this is too much"".  Every single other ride we stopped at (including the Madagascar merry go round) looked like the wait was at least 45 - 60 mins. The more popular rides I would say you'd need to queue for at least 90 mins - 2 hours. This is just nuts.  We spent the rest of the afternoon just going around the shops and people watching. One thing that USS did do well was putting on more frequent character shows which was enjoyable.  Then we tried to get into Mel's Drive In for dinner. Guess what, we had to queue to get in, had to queue to order and then wait for the food prep.  All in all this was a terrible experience for us. Again I want to say that this is no fault of the staff in the park. This issue is firmly with senior management and their interpretation of what is acceptable sacrifice under the current management measures. It looks like they've decided that guest experience is the first to go.  I am a senior operations leader in the real estate industry so I know full well how hard it is to get a balance at the moment. But for USS, the numbers in the park simply need to be controlled better. They've got the balance wrong right now and guests are suffering.  We will not be renewing our annual passes again.",Universal Studios Singapore
mayi,1.0,"December 27, 2020",horrible.,We booked our tickets beforehand but theres still another booking within the ticket we were supposed to do but missed out because we obviously didn't read the ticket after we bought it... and it was not mentioned when we bought the ticket or after payment on the website either :/ after we went the queue stretched from USS to candylicious all around.. they obviously overbooked themselves?? if you guys just had lesser number of people allowed in per day the queues and the overcrowding would be solved. we went all the way there only to be rejected and asked to come back another day. Ive never seen a double booking system because of covid and other attractions like WWW are able to manage crowd amazingly please improve on this and don't just think of the money and end up overbooking yourselves.,Universal Studios Singapore
Anonymous:D,5.0,"December 26, 2020",Good info inside:),"I went with my fam today and I recommend ppl to come earlier if not at later maybe at 6 or 7 because if u come early at least u can get ready to queue first as these days uss rides are open 2-9pm so most ppl don't rlly start queuing before 1.40. In the afternoon 2-3-4 quite a lot of ppl but def worth it there's social distancing crew and make sure every body is in place they are extremely friendly and kind aswell. 1 ride prob needs 30-60mins in the afternoon. (depends on what ride u are going for). If u are wondering if the rides are open during rain? For my experience when I was queuing for the battlestar galactica it started to rain and they didn't close at all. They will only close when there thunderstorms/lightning or very bad heavy rain. But yea they still open it when it's drizzling and raining:) When at night around 7-8 most rides queue are rlly short. For my experience I rided the human and cylon at around 8-9 and there was honestly no queue only for the cylon only a few people in front but at night the view are spectacular! I recommend booking first before coming. Cause going inside without booking queue could be quite LONG. And I mean it. Most food restaurants are close but the ones open queue are long aswell and expensive but the food is very delicious! Don't bring too much stuff or big bags into uss as when yr riding the attractions u HAVE to put yr belongings in the locker and the lockers are quite tiny. The lockers is free for the first 45 mins so when yr going to change your attractions rides u should change to another locker that is close to the ride if you want free lockers. Rides I recommend for teens or adults that's above 125 in height: revenge of the mummy,cylon,human For kids:Puss in boots and other kiddi rides:) Personal for me the cylon and human (Battlestar Galactica) is the BEST! I def recommend you coming here!! It's a good tourism attractions 👍",Universal Studios Singapore
Bulan Nizam,5.0,"December 25, 2020",Saturday Funday at USS,Went with the whole family and it was a blast. All ride are available apart from ones that are not within the pandemic SOP water water related parks. Ride lines are relatively long but it is still ok. Social Distancing Officers are always in the lookout to remind us whenever we forget about those pandemic SOPs. Staff are cheerful and friendly. F&B are affordable and refillable drinks with a little cash top-ups.,Universal Studios Singapore
Ashish Sharma,4.0,"December 22, 2020",Best place in SG,"Best place in singapore, hope they start annual pass again soon. They also were not able to maintain high standards during these tough times.",Universal Studios Singapore
AKAP,1.0,"December 21, 2020",Super bad experience,"It was supposed to be a place of fun. However, during the covid19. With the cut down of capacity, the park just tried to maximize their profit at the expense of customer experience. So many food and beverage outlets are closed leading to main f&b outlet to be immensely queued up. Normal snack and drink requires around 30mins queue. I suspected they also kept selling express pass without any capacity control. Leading express queue wait approximately 60-90mins for all rides. The experience is utterly ridiculous.",Universal Studios Singapore
Nnnnnnnnc,1.0,"December 20, 2020",Waste of time and money,"They have booking system yet still cannot manage the number of people visiting so that everyone can enjoy the rides. Its frustrating to wait an hour ++ for a ride. Staffs manning the rides don't even bother about the queue. Guess all they care about is people money. DON'T VISIT HERE, WASTE OF TIME AND MONEY!!",Universal Studios Singapore
Karen Yeo,1.0,"December 20, 2020",Horrible HR staff,"I am having a terrible time with ticket booking issues. On 10 December, I booked a ticket for my 10-year-old son to go to USS on 21 December. I hold an annual pass, so I need to book on a separate calendar. Because I was busy, I could not book my time slot beforehand. I also did not receive the confirmation email with my son's ticket confirmation number until 2.42am on the morning of 21 December. I need that confirmation number to book the time slot. This is my second time booking the ticket online; the first time, all went smoothly. This time, I had to deal with a dismissive staff member, Nur Amirah Huda, who told me that the confirmation email had been successfully sent to me. What use is it if it's sent to me only on the morning of my booking? All the time slots have been taken up! Nur Amirah also told me to check my junk email often, as if I don't do that. So dismissive. I'm now left to deal with it myself. I probably have to forsake the ticket. School is reopening, and I won't have time to go. They didn't even offer to change my son's ticket to a later date,",Universal Studios Singapore
Bhavik,1.0,"December 17, 2020",RIDICULOUSLY bad,"Usually a great place for kids, but during Civid-19 all the shows are closed so the average waiting time for rides is 90 mins. Most good rides like the Transformers have a waiting time of 2.5 - 3 hours. The situation is made worse by express tickets.  It is not worth visiting till all shows open and queuing time reduces a bit.",Universal Studios Singapore
Christine,1.0,"December 14, 2020",PUSS IN BOOTS ADVENTURE,"My wife and I are senior citizens.  On 10 December 2020 ,Thursday, we went on a family outing to Universal Studios Theme Park together with our children.  We entered the park at 1 pm and proceeded to have our lunch. After lunch , we decided to visit the ride called “Puss in Boots Adventure”  Our daughter checked the description from the YouTube video and it stated that it is a gentle ride. We queued up and was informed by the duty personnel that there was a slight delay in starting the ride as they needed to “TEST” the ride.  After a half hour wait , about 2 pm we boarded the capsule ( four of us in one capsule ) ‘  The capsule glided upwards slowly. Then the ride downwards began to gain speed after we reached the Higher levels and very soon it suddenly jammed to a stop abruptly ( similar to someone braking very hard as the car was travelling at speed 40 KM/hr.)  The abrupt and sudden stop caused our body to hit very hard against the safety bar in front of us. (Forward momentum and sudden stop )  Before we could recover , the capsule moved forward again at fast speed for 30 seconds before coming to another abrupt and sudden stop . This again caused our body to lunge forward and hit against the safety bar / restraint. Then it moved forward at a fast speed again  After a couple more of such unpleasant and abrupt stops , we reached the end of the ride.  Our complaint is that  1.Such abrupt “stop and start” are intentional and caused by the technician's programme. 2.it was unexpected that this ride would be so violent , jerky and unsafe. We spoke with the staff at the gate when we queued up and she said it is a slow gentle ride downwards. 3.It caused great discomfort to us and others during and after the ride. Please investigate and give us a reply soonest.",Universal Studios Singapore
Lovetravelling275,1.0,"December 12, 2020",Waste of time and money,"I visited the park on 10 December and it was a waste of time! Truly regret booking the tickets as I find that USS is just profiteering from people who use their SingapoRediscovers vouchers.  Given the fact that the park now operates within limited hours - 2 pm to 9 pm only, effort should have been made to control the number of people who are able to book and enter the park on any given day, to provide a conducive environment for all. However, this was not the case and for some rides, the waiting time was 2 hours, after which all other visitors were turned away as the queue was temporarily closed. Most other rides had a waiting time of between 1 hour and 1.5 hours.  I hope that the USS management will look into this matter and strive to be more sincere in their offerings to the public. Although most people would be using the SingapoRediscovers vouchers, at the end of the day, it is still money and it could have been better spent elsewhere.",Universal Studios Singapore
Wenglairene,2.0,"December 12, 2020",Did not have fun,"Really disappointing experience. I have visit USS many times and this is the only one time that we couldn't wait to leave the place. Firstly, although early entry is at 12 noon, rides only start at 2 p.m. Some were opened a bit earlier. During normal time, the 2 hours could be just nice for us to grab a bite, do some shopping or walk around to catch some meet and greet. But unfortunately, there was very limited food outlets opened, so each food outlet has long queues. And the meet and greet sessions were few and far in between. So it was a really boring 2 hours.  Once the rides started at 2p.m., the queues are super long. This is due to some shows and rides are not opened plus the fact that most restaurants and food outlets were closed, yet there is a good crowd. Hence the visitors would have nothing to do but to take the rides. Each ride queue is really 1 hour or more. So be prepared to maybe have maximum 5 rides during your visit. Worst still is when it rains, as the restaurants were closed, there is little place for shelter.  The place also looks very much in need of a good uplift, paint work is getting faded and dated and looks unattractive. Also please do thorough checks for technical glitches before the rides open and not during ""showtime"". Imagine queueing for more than half hour and then hearing announcement that there are technical glitches and the time for rectification is indeterminate. Very disappointing.",Universal Studios Singapore
Jay,1.0,"December 11, 2020",One of my worst experience in an attraction,"I would like to complaint about the experience I had at Universal Studio Singapore. There was some unforeseen circumstances that had stop the ride ""Human"" 3 times and we had to queue for so long. After leaving the queue, almost most of the rides were closed as well. How are people suppose to enjoy the trip to USS with almost 40% of the rides closed. People spent so much money just to visit. Other than that, what's the point of having time slots when there are still so many people in the park. It is honestly more than the amount of people I went when there was no pandemic. The workers did not even bother to check the time slots whether it's 2pm or the other time slot. There was crowds everywhere, crowding in areas, so many restrictions were broken. I only manage to ride 1 ride after 3 hours, two of the rides I've been to closed down mid way, the rest were fully crowded with people as the main attractions were close. It was definitely a disappointing experience for me and it was saddening. hopefully you guys can do something about it.",Universal Studios Singapore
Extraordinary429745,1.0,"December 7, 2020",Terrible,"Horrible experience. Crowded even though theres supposed to b safe distancing. Rides often break down, very frustrating as the rides have an average wait time of 1hr and more.",Universal Studios Singapore
PrisLim,3.0,"December 3, 2020",Way too crowded,Not a place to go during the school holidays. Some attractions are also closed because of vivid and appointments has to be made before going to the theme park. Very troublesome.,Universal Studios Singapore
Ho S P,4.0,"November 28, 2020","Great place, but time for a revamp","The kids always have a good time in USS. There are sufficient rides to keep them occupied for a day. However, though well-maintained, the place is starting to look dated. It is time for a revamp of the rides. The place is under-staffed, which means a slower pace of service and longer queues. Unlikely for me to visit it again, unless there are new rides.  Tips: Bring your own snacks and drinks.",Universal Studios Singapore
RJG,2.0,"November 27, 2020",Poor COVID 19 Response,"Most restaurants, food courts, drink stands are closed... can’t find anywhere without a huge line to buy a bottle of water... three rides are closed, very few performances.  Rides are at 50% capacity... without an Express Pass this afternoon would have been a disaster.  If so much is closed - reduce the entrance fee.  My advice - do not visit until the park can remove COVID restrictions.",Universal Studios Singapore
GoodReviewerSantiago,3.0,"November 22, 2020",It's a theme park so of course it's fun but rides are kind of wimpy,"This is at best an average themepark. The rides are very wimpy by world standards and even the two main roller coasters are far below modern standards. The Transformers and Mummy rides are probably two of the best attractions. The Jurassic Park water ride is fun but quite lame in its intensity: it's almost like they went out of their way to avoid you getting wet with things squirting OVER YOU rather than onto you. Some of the ride elements on Jurassic Park also needed obvious upkept. The rest of the rides are mostly for children and low thrill adults. The Canopy ride is super short (like 30 seconds) and offers only small children a thrill. There's another small coaster by the castle (forget its name) that looks like it's for children but is actually kind of cool for its size. Elmo's Spaghetti Ride is one of the parks nicest imaginative surprises and is easy to overlook: a must for children of all ages.  Universal Studios Singapore may be one of the best things to do in Singapore but as for theme parks, it's on the lower end by world standards.",Universal Studios Singapore
Yaan_colombo,5.0,"November 18, 2020",A mustvin Sentosa,A must do 8n sentosa. It does help if you can get an express entrance ticket as ques can get pretty long and consume a lot of time.,Universal Studios Singapore
Hwee Yen,5.0,"November 17, 2020",WORTH IT !,"Great for gathering and friends outing , Team bonding. Went thrice and still counting. Always nice things to discover every trip will not be a repeat. Being a kid once again. Staff are polite and smiley , people working here let me feel like they got the best job in the world to be happy.  Turkey leg is a must try. Mummy ride over and over again. Photo and taking photos.  Then the day is gone. So much fun in one place.",Universal Studios Singapore
Eatsleeprepeat86,2.0,"November 10, 2020",Long waiting times,"I love to go to theme parks, but universal studios singapore need to work on a lot of things. It has crazy long waiting times for the rides. Nothing mentioned about rides and shows who where closed during this period. Food and drinks hard to find and really expensivecrazy. We went there during halloween season (covid). We expected lots of halloween decoration, but it was hard to find (almost nothing). And if they promote halloween outside the park and on their website you will expect amazing decorations. Like other theme parks do even during this period. There where some selected timings for meeting the universal characters that was fun to see.We went from 3 pm to 7.30 pm and only managed to ride 3 rides. Waiste of time and money (overprized) Will think about twice if i will go again.",Universal Studios Singapore
Lynn C,3.0,"November 10, 2020",Long lines and the rides broke down,I visited universal studios and was surprised by the 1 1/2 hour wait at the mummy ride when they only said it would be 45 min. It didn’t seem very crowded but the wait was especially long and then the transformers ride broke down! And they only gave us one fast pass to take another ride! It was overpriced and not as fun as I expected.,Universal Studios Singapore
Wanderlust😊,5.0,"November 4, 2020",We really enjoyed every minute of it..,I never expected that my mom who is already a senior citizen would love and enjoy this place.. its really fun and amazing..,Universal Studios Singapore
CMSHS,1.0,"September 27, 2020",Disappointing,"When it takes over an hour and half just to enter the place you know things arent going to be great, Once into the park things didnt get any better. The wait times for rides were out of control. After another 3 hours and only two rides we decided to cut our looses and leave (best decision of that excursion). Surely Universal has a responsibility to ensure that patrons get what they paid for rather than filling the park to capacity and subjecting them to endless wait times. We wont be back!",Universal Studios Singapore
Distant_Traveller,5.0,"September 24, 2020",A Quiet USS,"A bit quiet due to Covid , but still hey! it's USS. Most of the rides are available. Shows are not available though",Universal Studios Singapore
Michele N,4.0,"September 20, 2020",Fun nevertheless,"We were a bit disappointed that some of the rides were closed, including one of the main rollercoasters. But overall, we had a good experience: with the current covid situation, the queues are reasonably short at an average of 30min per ride on a Sunday.",Universal Studios Singapore
rayontime,4.0,"September 14, 2020",Always a treat,Visit Universal every few years and it is always a positive experience. Well run and managed and always a fun time.,Universal Studios Singapore
Lex85,4.0,"September 12, 2020",Good place to hang out with friends,"Visited during phase2 period, the crowd is lesser compare with the period before CB. Is kinda good for us as we don’t have to wait in the line for the rides, max is just 1 hour queue.  We bought the ticket online with MasterCard which give us a free drinks each from Liho, what an excellent promo to have a cup of cold refreshing fruits tea after a Long day 😍  Overall the experience was great",Universal Studios Singapore
John Jackson,5.0,"September 9, 2020",One of the top 10 places to visit in Singapore and a good day to spend!,I prefer that place during the Halloween month since It will be open at night! Other then that it is a good place to spend the day at sentosa!  We usually come there twice a year so we will always come back! Friends or family trips! Lovely dance performing groups and some fun attractions to check it out!  Will be back in oct!,Universal Studios Singapore
Human Being,4.0,"September 6, 2020","Great, but outdated","I love Universal Singapore, I have a season pass and go there whenever I have the time.  2 years ago, they announced 2 new lands coming and I was very excited, but I emailed USS multiple times and they say they don't know. This is the only universal park around the world that hasn't changed much since opening. I love Universal, but sometimes you have to switch things up to keep people interested. I think attendance would increase greatly if new things were added. Cmon Universal, add new attractions! keep people excited!  P.S: Please resume the shows, the USA parks have resumed them already but for some reason USS hasn't",Universal Studios Singapore
Holly,2.0,"September 5, 2020",The Worst Theme Park,"Well a lot of the restaurants are closed inside the park due to the Covid-19, making it really inefficient. The food is just horrid and extremely overpriced, so make sure to leave the park to eat food. In general, this park is far more suitable for children. When it comes to teens/adults, there aren't many rides that give you adrenaline except Cyclon and Human. The park is not very refurbished, and the architecture isn't as beautiful as other Universal Studios/ theme parks in general. Theme parks are supposed to have themes, obviously, and the Singapore Universal studios has really tacky themes that are basiscally just paint.  The only attraction I would reccomend is the Water works performance, as it is quite entertaining. Everything else is for children, and not the best.",Universal Studios Singapore
Veron C,5.0,"September 4, 2020",Fun = Universal Studio Singapore (USS),"In any Universal Studio, fun and thrills are the key expectation. The rides; rollercoaster for blood rising, mummy ride not for the faint hearted. Otherwise there is the kiddy carousel and 4D theater ride. The merchandise of each focus area dotted the fun park. The main street has the most stores. The food carts, restaurant and toilets are plentiful. Good fun to spend a day at USS in Sentosa island.",Universal Studios Singapore
